KJ_test	// User ID
25-3-2025	// Evaluation date
Kathryn_AHAP_CMJ1	24-3-2025	15:04:55:021	// Source file name and timestamp
238.095	// Sampling rate
3.000	// Data capture period



Sample #	GRF_Y	left_ank_X_pos	left_ank_Y_pos	left_ank_Z_pos	right_ank_X_pos	right_ank_Y_pos	right_ank_Z_pos	left_knee_X_pos	left_knee_Y_pos	left_knee_Z_pos	right_knee_X_pos	right_knee_Y_pos	right_knee_Z_pos	left_hip_X_pos	left_hip_Y_pos	left_hip_Z_pos	right_hip_X_pos	right_hip_Y_pos	right_hip_Z_pos	Height	Mass	
93	575.653234	0.119313	0.091211	-0.432303	0.122775	0.090106	-0.156461	0.173550	0.487599	-0.406920	0.178038	0.481084	-0.189690	0.188552	0.879125	-0.399651	0.196727	0.883497	-0.209602	1.660000	58.340150	
94	573.281855	0.118908	0.091486	-0.432611	0.122566	0.089939	-0.156162	0.173918	0.487712	-0.406363	0.177767	0.480986	-0.188701	0.188459	0.879265	-0.399607	0.196312	0.883360	-0.209531	1.660000	58.340150	
95	571.986526	0.118312	0.091884	-0.433244	0.122262	0.089748	-0.156050	0.174006	0.487917	-0.405589	0.176750	0.480931	-0.188140	0.188774	0.879465	-0.399059	0.195146	0.883313	-0.208929	1.660000	58.340150	
96	574.433827	0.117800	0.092287	-0.434368	0.121843	0.089414	-0.156309	0.173910	0.488135	-0.404970	0.175170	0.480739	-0.188555	0.189075	0.879667	-0.398354	0.193208	0.883197	-0.208168	1.660000	58.340150	
97	573.343607	0.117521	0.092554	-0.435466	0.121457	0.089065	-0.156816	0.173823	0.488275	-0.404739	0.173874	0.480469	-0.189601	0.189127	0.879796	-0.397830	0.191232	0.883032	-0.207603	1.660000	58.340150	
98	574.744615	0.117554	0.092530	-0.435695	0.121327	0.088945	-0.157306	0.173981	0.488238	-0.405038	0.174020	0.480284	-0.190473	0.188800	0.879772	-0.397819	0.190312	0.882930	-0.207575	1.660000	58.340150	
99	572.745081	0.117841	0.092167	-0.434911	0.121509	0.089091	-0.157676	0.174436	0.487961	-0.405710	0.175701	0.480238	-0.190698	0.188109	0.879534	-0.398359	0.190858	0.882915	-0.208132	1.660000	58.340150	
100	573.303942	0.118133	0.091563	-0.433932	0.121819	0.089260	-0.157934	0.174976	0.487426	-0.406177	0.177525	0.480242	-0.190363	0.187280	0.879049	-0.399087	0.192318	0.882882	-0.208919	1.660000	58.340150	
101	573.427979	0.118239	0.090844	-0.433443	0.122087	0.089282	-0.157995	0.175408	0.486681	-0.405980	0.178350	0.480243	-0.189665	0.186521	0.878353	-0.399655	0.194050	0.882784	-0.209588	1.660000	58.340150	
102	573.345649	0.118282	0.090273	-0.433281	0.122316	0.089371	-0.157833	0.175675	0.486048	-0.405400	0.178478	0.480402	-0.188844	0.185914	0.877756	-0.399903	0.195315	0.882837	-0.209933	1.660000	58.340150	
103	570.688387	0.118449	0.090128	-0.433092	0.122551	0.089810	-0.157479	0.175769	0.485890	-0.404891	0.178550	0.480890	-0.188171	0.185511	0.877616	-0.399743	0.195416	0.883294	-0.209811	1.660000	58.340150	
104	572.398260	0.118698	0.090420	-0.432846	0.122757	0.090437	-0.157079	0.175836	0.486210	-0.404705	0.178812	0.481502	-0.187837	0.185409	0.877938	-0.399426	0.194540	0.883953	-0.209466	1.660000	58.340150	
