Testing	// User ID
7-2-2025	// Evaluation date
KJ_Walk_BW2	6-2-2025	11:56:47:935	// Source file name and timestamp
100.000	// Sampling rate
4.000	// Data capture period



Sample #	Right_Foot_COM_X	Right_Foot_COM_Y	RightAnklePosX	RightAnklePosY	RightKnee.Pos.X	RightKneePosY	RightHip_PosX	RightHipPosY	ThoraxCOMPosY	ThoraxCOMPosX	GRF_MoundY	
139	-1.036119	0.040541	-1.097569	0.103209	-0.985028	0.502305	-0.838432	0.886699	1.384656	-0.803847	0.365297	
140	-1.013226	0.074326	-1.093112	0.102047	-0.976198	0.500029	-0.827287	0.883367	1.381844	-0.792092	-0.081598	
141	-1.016484	0.063547	-1.090142	0.100283	-0.969901	0.497155	-0.816603	0.878843	1.380060	-0.778612	0.534183	
142	-1.021031	0.058370	-1.089051	0.104154	-0.959615	0.498238	-0.801787	0.878047	1.378197	-0.765865	-0.102369	
143	-1.024848	0.049008	-1.087303	0.104972	-0.950201	0.496468	-0.794879	0.877355	1.377144	-0.753105	-1.314895	
144	-1.024917	0.042575	-1.083330	0.105247	-0.944016	0.495861	-0.786843	0.876136	1.375137	-0.739476	-1.333567	
145	-1.014138	0.054911	-1.077383	0.106556	-0.927685	0.493402	-0.773152	0.874692	1.372794	-0.726392	0.480743	
146	-1.013493	0.055960	-1.075982	0.108590	-0.911766	0.489434	-0.762008	0.872698	1.370553	-0.712637	1.030475	
147	-1.016123	0.052194	-1.076155	0.108802	-0.913326	0.490166	-0.756175	0.870489	1.369632	-0.700340	0.418799	
148	-1.016942	0.050862	-1.075487	0.109189	-0.910475	0.489663	-0.748353	0.867859	1.369389	-0.689867	1.690581	
149	-1.014281	0.058633	-1.074594	0.113478	-0.897291	0.488419	-0.735115	0.866584	1.368530	-0.677626	1.686559	
150	-1.015082	0.055232	-1.071106	0.116604	-0.881305	0.485425	-0.720886	0.864373	1.367679	-0.664544	-0.731071	
151	-1.009610	0.062258	-1.065341	0.122347	-0.854915	0.479828	-0.700739	0.861372	1.365492	-0.649250	1.073038	
152	-1.003830	0.069829	-1.061150	0.126956	-0.836355	0.475585	-0.689986	0.860176	1.365550	-0.635762	1.746664	
153	-1.010533	0.058239	-1.056703	0.127564	-0.822594	0.469983	-0.679241	0.855711	1.367495	-0.624117	1.740822	
154	-1.013457	0.046706	-1.048073	0.128381	-0.805549	0.464917	-0.661779	0.850503	1.367735	-0.610293	2.990030	
155	-1.004612	0.068063	-1.042719	0.142203	-0.787366	0.469072	-0.648985	0.856625	1.369180	-0.600514	1.679378	
156	-1.000827	0.073866	-1.031981	0.151061	-0.772714	0.474812	-0.632451	0.861660	1.371641	-0.588642	-0.117871	
157	-0.995579	0.071021	-1.015348	0.153656	-0.744586	0.467918	-0.612042	0.857270	1.373783	-0.570596	1.681550	
158	-0.984946	0.078832	-1.000588	0.160629	-0.716381	0.462765	-0.595385	0.855391	1.376352	-0.555452	1.707807	
159	-0.972932	0.088580	-0.984653	0.169875	-0.694159	0.465985	-0.582452	0.861178	1.377165	-0.546965	1.761102	
160	-0.960139	0.096197	-0.967832	0.177753	-0.670380	0.466885	-0.570962	0.865437	1.379545	-0.540451	-0.745308	
161	-0.941956	0.102618	-0.946075	0.183452	-0.641634	0.465213	-0.567198	0.869161	1.383659	-0.529955	4.139579	
162	-0.916943	0.111967	-0.922931	0.192009	-0.611849	0.466409	-0.558921	0.873844	1.387410	-0.518490	1.778115	
163	-0.902809	0.121879	-0.904318	0.202777	-0.585256	0.467798	-0.538527	0.876041	1.388937	-0.503944	-0.079598	
164	-0.913392	0.127800	-0.881736	0.210353	-0.558107	0.469771	-0.517584	0.878732	1.389838	-0.486054	2.375090	
165	-0.916879	0.126459	-0.856830	0.214322	-0.532092	0.472342	-0.507869	0.882491	1.394620	-0.472915	1.693746	
166	-0.888010	0.135995	-0.837819	0.223438	-0.506865	0.473339	-0.500614	0.884213	1.398370	-0.465001	2.356169	
167	-0.836319	0.150479	-0.816452	0.232798	-0.482327	0.478613	-0.481183	0.889453	1.398721	-0.453500	-0.177720	
168	-0.818658	0.147568	-0.791639	0.230980	-0.460694	0.481079	-0.465341	0.892003	1.399522	-0.440771	3.546122	
169	-0.770273	0.151878	-0.769016	0.232445	-0.438970	0.483725	-0.460380	0.894270	1.401389	-0.433813	4.086070	
170	-0.744059	0.156595	-0.744209	0.237328	-0.415969	0.490951	-0.455785	0.899986	1.404351	-0.428111	1.048117	
171	-0.711723	0.158992	-0.711351	0.239676	-0.388254	0.499833	-0.443982	0.907077	1.405905	-0.417605	1.050350	
172	-0.675279	0.162029	-0.683943	0.241840	-0.361981	0.503281	-0.435725	0.907813	1.408865	-0.406672	1.661953	
173	-0.634774	0.159236	-0.654922	0.237548	-0.341673	0.509187	-0.427672	0.911276	1.412095	-0.395946	1.108196	
174	-0.619592	0.148748	-0.621939	0.230143	-0.323383	0.517824	-0.430143	0.914929	1.414668	-0.384095	1.635422	
175	-0.584599	0.145732	-0.593576	0.225521	-0.306193	0.524436	-0.433272	0.915550	1.416329	-0.373063	1.099625	
176	-0.454859	0.154052	-0.565904	0.222482	-0.285899	0.528404	-0.422042	0.916492	1.416870	-0.361457	2.943605	
177	-0.481773	0.146893	-0.536138	0.212380	-0.270281	0.530786	-0.403794	0.919676	1.418730	-0.350134	1.040487	
178	-0.486468	0.122950	-0.506680	0.201696	-0.257035	0.532982	-0.396737	0.919555	1.420335	-0.340513	1.724441	
179	-0.452554	0.117141	-0.473065	0.197961	-0.234727	0.537469	-0.379340	0.922299	1.421975	-0.326134	1.012101	
180	-0.389380	0.134935	-0.435584	0.200857	-0.205369	0.545843	-0.342783	0.933435	1.423839	-0.308561	1.101658	
181	-0.351090	0.133838	-0.404585	0.194710	-0.190226	0.549798	-0.331115	0.936200	1.425056	-0.296902	2.960216	
182	-0.330165	0.114274	-0.373315	0.183083	-0.182925	0.551614	-0.343712	0.930061	1.423055	-0.287172	3.563959	
183	-0.280965	0.109278	-0.331843	0.172075	-0.169622	0.553830	-0.340296	0.927550	1.420420	-0.276816	1.110212	
184	-0.235375	0.114077	-0.296438	0.167964	-0.152974	0.556958	-0.323730	0.930468	1.419144	-0.265065	0.421517	
185	-0.210289	0.102507	-0.265430	0.161512	-0.139619	0.556459	-0.309168	0.930686	1.419785	-0.254115	1.044531	
186	-0.160102	0.101674	-0.225797	0.150590	-0.130700	0.554286	-0.304773	0.926858	1.423554	-0.247317	1.697069	
187	-0.104119	0.115287	-0.189969	0.143975	-0.121959	0.553171	-0.295347	0.926088	1.423145	-0.236460	2.399335	
188	-0.055723	0.125256	-0.154878	0.136583	-0.113774	0.549348	-0.280708	0.925016	1.418680	-0.220915	1.144793	
189	-0.030595	0.104910	-0.114737	0.126471	-0.105819	0.541183	-0.260807	0.922025	1.416344	-0.206239	1.663197	
190	-0.000755	0.096233	-0.078983	0.122667	-0.097379	0.537072	-0.244033	0.921384	1.415737	-0.194579	1.637154	
191	0.033855	0.090167	-0.043096	0.117249	-0.089234	0.529485	-0.233045	0.914922	1.414832	-0.182189	1.718385	
192	0.072334	0.101964	-0.008325	0.118504	-0.081937	0.526734	-0.218559	0.914845	1.413309	-0.171243	0.445247	
193	0.110551	0.120427	0.025412	0.122578	-0.075421	0.524905	-0.210503	0.913594	1.410481	-0.159603	-0.724538	
194	0.138376	0.119880	0.056005	0.126500	-0.066934	0.522592	-0.207106	0.909465	1.408790	-0.147517	3.616396	
195	0.166536	0.127716	0.083541	0.130498	-0.057624	0.520478	-0.193842	0.908788	1.408143	-0.134829	2.913252	
196	0.194154	0.133174	0.112413	0.135879	-0.050172	0.517451	-0.178108	0.908576	1.405392	-0.123215	1.160368	
197	0.213944	0.140971	0.131662	0.135322	-0.038812	0.513380	-0.174107	0.902014	1.401881	-0.113379	2.884001	
198	0.230386	0.146443	0.147926	0.134291	-0.027204	0.510214	-0.166340	0.897458	1.399686	-0.102207	1.616378	
199	0.244613	0.149952	0.162328	0.134883	-0.014936	0.509868	-0.156750	0.896122	1.397662	-0.088801	1.129910	
200	0.256767	0.152512	0.173594	0.133669	-0.002623	0.509161	-0.144391	0.895381	1.394701	-0.075528	1.687009	
201	0.265950	0.139052	0.182918	0.128419	0.010415	0.505632	-0.129611	0.892343	1.393436	-0.064621	16.938157	
202	0.273257	0.130589	0.189880	0.120917	0.024755	0.501447	-0.121815	0.885790	1.391017	-0.058130	49.109453	
203	0.281428	0.128604	0.195869	0.116441	0.037390	0.499771	-0.110277	0.883828	1.381630	-0.046655	136.313967	
204	0.287510	0.123436	0.201702	0.113332	0.051239	0.499867	-0.096303	0.883889	1.379007	-0.029874	231.621610	
205	0.294022	0.112807	0.210174	0.113080	0.064724	0.501551	-0.077114	0.887362	1.382658	-0.014376	267.724254	
206	0.300160	0.105449	0.216970	0.110776	0.079248	0.502064	-0.056570	0.889964	1.382592	-0.002247	354.245375	
207	0.307427	0.103534	0.222768	0.108219	0.096530	0.503353	-0.043220	0.889831	1.381794	0.010770	499.281417	
208	0.314832	0.101210	0.227850	0.104430	0.103560	0.500169	-0.032725	0.887991	1.379654	0.022425	665.321835	
209	0.320876	0.095257	0.232663	0.100001	0.112465	0.497013	-0.028038	0.883585	1.374687	0.030046	800.236996	
210	0.321424	0.088599	0.235902	0.100044	0.126518	0.500170	-0.011908	0.887304	1.375305	0.043396	873.660423	
211	0.324804	0.089674	0.239165	0.101425	0.142996	0.504875	0.015373	0.895330	1.381313	0.059885	926.299138	
212	0.323900	0.079117	0.241824	0.098337	0.157181	0.504213	0.031583	0.895561	1.382742	0.072893	920.394016	
213	0.323272	0.075496	0.241240	0.095213	0.170504	0.503569	0.036858	0.892509	1.381211	0.083864	908.113568	
214	0.325932	0.079152	0.241615	0.095717	0.182580	0.505926	0.053800	0.896355	1.383838	0.094469	912.961968	
215	0.326500	0.080278	0.241899	0.096456	0.192341	0.507966	0.065340	0.898900	1.384452	0.104587	943.336979	
216	0.329687	0.087115	0.241378	0.098626	0.200221	0.510912	0.074362	0.902194	1.387660	0.116191	986.715505	
217	0.326934	0.083193	0.240696	0.097901	0.205726	0.510646	0.074983	0.900593	1.387965	0.125539	1025.171961	
218	0.326117	0.079419	0.242187	0.097659	0.214534	0.510929	0.080341	0.899821	1.388631	0.135184	1048.455231	
219	0.328934	0.081648	0.243216	0.097140	0.222503	0.510874	0.094564	0.901799	1.390278	0.146897	1053.972255	
220	0.333371	0.090005	0.242976	0.100240	0.232810	0.514447	0.112811	0.907640	1.395382	0.159728	1052.723950	
221	0.334533	0.093477	0.241418	0.100908	0.245632	0.515547	0.123477	0.907885	1.403188	0.171219	1043.666763	
